,time,open,high,low,close,volume
0,2020-12-07,685.6,701.9,674.4,689.5,9224.424
1,2020-12-08,689.6,697.2,622.0,633.6,17578.813
2,2020-12-09,633.0,658.0,595.4,649.7,19383.059
3,2020-12-10,649.8,653.0,607.8,618.3,13218.985
4,2020-12-11,618.9,622.1,574.2,589.5,13834.993
5,2020-12-12,589.7,627.0,589.0,619.7,8775.671
6,2020-12-13,620.1,654.7,610.4,643.7,10316.117
7,2020-12-14,644.1,657.8,626.5,654.1,9447.360
8,2020-12-15,654.6,664.6,639.2,649.5,8097.574
9,2020-12-16,649.1,685.0,629.0,681.4,12967.128
10,2020-12-17,681.4,713.2,663.0,681.1,21755.691
11,2020-12-18,682.0,702.4,663.0,695.8,23508.702
12,2020-12-19,696.0,725.1,688.4,695.4,13289.042
13,2020-12-20,695.0,703.5,652.1,665.2,17112.593
14,2020-12-21,665.3,678.1,612.6,627.9,16661.366
15,2020-12-22,628.3,658.8,595.7,652.1,20476.790
16,2020-12-23,652.1,658.4,495.8,564.2,25513.564
17,2020-12-24,563.9,609.2,534.5,608.6,28060.106
18,2020-12-25,609.3,630.2,584.7,603.3,15681.864
19,2020-12-26,602.9,607.1,576.4,587.0,11135.299
20,2020-12-27,586.9,648.4,562.8,611.0,25815.534
21,2020-12-28,610.7,653.8,603.3,643.1,23073.906
22,2020-12-29,643.4,658.2,595.4,624.4,19726.183
23,2020-12-30,624.6,638.9,611.2,631.1,13625.661
24,2020-12-31,631.4,653.7,608.2,650.8,14622.664
25,2021-01-01,650.6,677.9,638.0,662.4,14860.841
26,2021-01-02,662.6,681.5,640.2,664.7,16015.615
27,2021-01-03,665.1,759.5,655.4,749.4,26615.355
28,2021-01-04,749.6,834.7,660.0,771.7,39884.246
29,2021-01-05,771.9,870.0,729.6,846.9,32337.440
30,2021-01-06,847.5,924.8,819.1,909.9,30668.515
31,2021-01-07,910.2,988.3,850.0,894.3,34843.331
32,2021-01-08,894.8,947.0,785.8,904.6,51616.326
33,2021-01-09,905.4,1026.3,877.1,1007.6,30752.911
34,2021-01-10,1008.7,1079.4,888.3,970.8,40570.501
35,2021-01-11,971.4,975.6,729.6,854.4,68683.993
36,2021-01-12,853.6,931.2,819.0,872.6,31271.018
37,2021-01-13,873.5,993.8,831.4,990.6,24701.921
38,2021-01-14,990.4,1030.6,950.7,1026.1,21095.460
39,2021-01-15,1026.6,1107.3,943.8,1083.0,31990.342
40,2021-01-16,1082.8,1230.7,1082.8,1130.4,29367.125
41,2021-01-17,1131.0,1256.2,1090.0,1226.7,28046.435
42,2021-01-18,1226.9,1265.7,1176.1,1253.7,22506.399
43,2021-01-19,1253.9,1275.4,1168.3,1182.2,26114.503
44,2021-01-20,1180.8,1391.6,1085.7,1231.5,33772.743
45,2021-01-21,1231.4,1243.0,1008.4,1040.1,39624.674
46,2021-01-22,1040.3,1227.5,958.3,1185.6,38557.239
47,2021-01-23,1185.6,1298.2,1165.3,1274.4,23625.805
48,2021-01-24,1273.9,1394.5,1256.9,1392.2,21057.294
49,2021-01-25,1393.3,1436.7,1277.3,1295.5,24171.093
50,2021-01-26,1295.3,1402.8,1238.1,1394.9,25144.644
51,2021-01-27,1394.1,1397.9,1232.8,1325.3,32383.048
52,2021-01-28,1324.7,1481.3,1293.0,1432.9,24159.233
53,2021-01-29,1433.1,1488.7,1379.2,1483.0,21772.426
54,2021-01-30,1482.9,1635.4,1436.9,1633.9,22441.273
55,2021-01-31,1633.3,1683.6,1524.2,1587.8,24933.125
56,2021-02-01,1589.7,1673.0,1521.4,1672.3,21973.106
57,2021-02-02,1672.1,1705.0,1630.0,1686.1,19747.227
58,2021-02-03,1686.2,1802.0,1672.7,1800.8,20401.165
59,2021-02-04,1801.4,2021.5,1689.6,1934.7,32430.205
60,2021-02-05,1936.6,2283.1,1932.9,2192.0,31564.134
61,2021-02-06,2193.8,2238.9,1934.6,2027.6,39727.244
62,2021-02-07,2027.2,2061.1,1767.4,1992.4,37681.678
63,2021-02-08,1993.6,2169.0,1947.6,2087.5,29175.830
64,2021-02-09,2087.4,2244.6,2040.3,2212.3,23673.432
65,2021-02-10,2214.4,2366.8,2038.1,2253.1,31182.559
66,2021-02-11,2254.3,2473.7,2199.3,2430.1,25790.574
67,2021-02-12,2432.9,2617.8,2355.3,2561.1,24033.598
68,2021-02-13,2563.0,2659.8,2355.1,2553.4,26758.017
69,2021-02-14,2555.0,2599.3,2314.4,2367.1,23188.848
70,2021-02-15,2369.3,2449.6,1924.0,2278.0,33654.312
71,2021-02-16,2281.8,2393.5,2183.7,2278.2,24062.899
72,2021-02-17,2278.7,2377.0,2093.3,2343.8,24575.509
73,2021-02-18,2345.5,2442.4,2302.9,2392.2,22044.176
74,2021-02-19,2395.2,2466.2,2267.0,2455.4,22726.000
75,2021-02-20,2456.2,2711.6,2294.3,2468.6,34504.705
76,2021-02-21,2468.0,2600.9,2401.8,2488.1,24507.971
77,2021-02-22,2489.1,2498.9,1863.9,2307.3,45328.900
78,2021-02-23,2308.4,2341.6,1562.1,2018.6,85492.732
79,2021-02-24,2020.4,2229.9,1892.4,2083.1,14402.590
80,2021-02-25,2085.6,2248.7,1923.6,1943.3,27560.972
81,2021-02-26,1945.5,2085.1,1787.1,1925.8,31549.075
82,2021-02-27,1924.1,2059.8,1905.2,1965.4,4484.398
83,2021-02-28,1966.4,1979.7,1697.4,1892.3,7420.979
84,2021-03-01,1892.3,2128.4,1877.4,2126.4,4951.137
85,2021-03-02,2128.2,2251.9,2043.5,2143.3,6671.050
86,2021-03-03,2141.1,2328.1,2119.1,2224.7,4388.462
87,2021-03-04,2225.1,2301.8,2076.6,2142.0,9747.579
88,2021-03-05,2143.2,2187.4,1991.0,2141.6,6193.926
89,2021-03-06,2143.6,2210.4,2063.3,2195.9,2616.197
90,2021-03-07,2197.2,2338.3,2194.2,2328.2,3443.418
91,2021-03-08,2333.9,2432.7,2243.3,2429.0,4686.062
92,2021-03-09,2431.1,2517.0,2397.9,2511.1,4173.346
93,2021-03-10,2513.1,2525.8,2313.2,2358.6,6651.807
94,2021-03-11,2362.0,2429.6,2256.8,2388.2,7281.568
95,2021-03-12,2388.4,2447.2,2226.8,2344.6,6087.256
96,2021-03-13,2342.8,2511.0,2260.1,2480.1,3814.623
97,2021-03-14,2482.8,2503.2,2393.3,2413.5,3487.019
98,2021-03-15,2412.3,2519.0,2292.3,2404.4,7249.110
99,2021-03-16,2405.7,2532.0,2286.0,2526.0,6218.661
100,2021-03-17,2525.8,2608.0,2414.4,2603.1,4971.528
101,2021-03-18,2603.0,2676.0,2551.4,2573.7,3907.709
102,2021-03-19,2574.5,2724.5,2499.3,2682.5,3823.177
103,2021-03-20,2683.2,2786.2,2623.4,2629.5,3988.707
104,2021-03-21,2629.0,2685.6,2560.0,2650.6,4274.575
105,2021-03-22,2652.4,2706.7,2454.4,2480.5,3688.305
106,2021-03-23,2481.7,2579.8,2382.5,2425.4,3665.067
107,2021-03-24,2425.6,2540.7,2106.9,2204.7,7524.027
108,2021-03-25,2203.6,2353.2,2095.1,2192.3,15060.024
109,2021-03-26,2189.5,2417.4,2189.5,2406.8,3888.533
110,2021-03-27,2409.0,2504.7,2347.3,2468.8,3394.231
111,2021-03-28,2467.4,2541.1,2406.4,2496.0,2726.417
112,2021-03-29,2494.5,2667.7,2466.8,2660.6,2838.701
113,2021-03-30,2661.4,2714.3,2618.0,2694.7,1694.856
